Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
City of Kenosha|Wards 59|59|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 59|59|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 59|59|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 59|59|United States Senator|Write-In||0
City of Kenosha|Wards 59|59|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 59|59|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 59|59|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 59|59|Representative in Congress|Write-In||0
City of Kenosha|Wards 59|59|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 59|59|State Senator District 22|Write-In||0
City of Kenosha|Wards 59|59|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 59|59|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 59|59|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 59|59|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 59|59|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 59|59|District Attorney|Write-In||0
City of Kenosha|Wards 59|59|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 59|59|County Clerk|Write-In||0
City of Kenosha|Wards 59|59|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 59|59|County Treasurer|Write-In||0
City of Kenosha|Wards 59|59|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 59|59|Register of Deeds|Write-In||0
City of Kenosha|Wards 59|59|State Referendum|Yes||0
City of Kenosha|Wards 59|59|State Referendum|No||0
City of Kenosha|Wards 60|60|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 60|60|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 60|60|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 60|60|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 60|60|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 60|60|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 60|60|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 60|60|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 60|60|President / Vice President|Write-In||0
City of Kenosha|Wards 60|60|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 60|60|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 60|60|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 60|60|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 60|60|United States Senator|Write-In||0
City of Kenosha|Wards 60|60|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 60|60|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 60|60|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 60|60|Representative in Congress|Write-In||0
City of Kenosha|Wards 60|60|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 60|60|State Senator District 22|Write-In||0
City of Kenosha|Wards 60|60|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 60|60|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 60|60|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 60|60|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 60|60|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 60|60|District Attorney|Write-In||0
City of Kenosha|Wards 60|60|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 60|60|County Clerk|Write-In||0
City of Kenosha|Wards 60|60|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 60|60|County Treasurer|Write-In||0
City of Kenosha|Wards 60|60|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 60|60|Register of Deeds|Write-In||0
City of Kenosha|Wards 60|60|State Referendum|Yes||0
City of Kenosha|Wards 60|60|State Referendum|No||0
City of Kenosha|Wards 61|61|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 61|61|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 61|61|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 61|61|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 61|61|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 61|61|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 61|61|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 61|61|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 61|61|President / Vice President|Write-In||0
City of Kenosha|Wards 61|61|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 61|61|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 61|61|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 61|61|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 61|61|United States Senator|Write-In||0
City of Kenosha|Wards 61|61|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 61|61|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 61|61|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 61|61|Representative in Congress|Write-In||0
City of Kenosha|Wards 61|61|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 61|61|State Senator District 22|Write-In||0
City of Kenosha|Wards 61|61|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 61|61|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 61|61|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 61|61|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 61|61|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 61|61|District Attorney|Write-In||0
City of Kenosha|Wards 61|61|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 61|61|County Clerk|Write-In||0
City of Kenosha|Wards 61|61|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 61|61|County Treasurer|Write-In||0
City of Kenosha|Wards 61|61|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 61|61|Register of Deeds|Write-In||0
City of Kenosha|Wards 61|61|State Referendum|Yes||0
City of Kenosha|Wards 61|61|State Referendum|No||0
City of Kenosha|Wards 62|62|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 62|62|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 62|62|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 62|62|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 62|62|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 62|62|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 62|62|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 62|62|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 62|62|President / Vice President|Write-In||0
City of Kenosha|Wards 62|62|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 62|62|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 62|62|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 62|62|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 62|62|United States Senator|Write-In||0
City of Kenosha|Wards 62|62|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 62|62|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 62|62|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 62|62|Representative in Congress|Write-In||0
City of Kenosha|Wards 62|62|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 62|62|State Senator District 22|Write-In||0
City of Kenosha|Wards 62|62|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 62|62|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 62|62|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 62|62|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 62|62|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 62|62|District Attorney|Write-In||0
City of Kenosha|Wards 62|62|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 62|62|County Clerk|Write-In||0
City of Kenosha|Wards 62|62|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 62|62|County Treasurer|Write-In||0
City of Kenosha|Wards 62|62|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 62|62|Register of Deeds|Write-In||0
City of Kenosha|Wards 62|62|State Referendum|Yes||0
City of Kenosha|Wards 62|62|State Referendum|No||0
City of Kenosha|Wards 63|63|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 63|63|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 63|63|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 63|63|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 63|63|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 63|63|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 63|63|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 63|63|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 63|63|President / Vice President|Write-In||0
City of Kenosha|Wards 63|63|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 63|63|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 63|63|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 63|63|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 63|63|United States Senator|Write-In||0
City of Kenosha|Wards 63|63|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 63|63|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 63|63|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 63|63|Representative in Congress|Write-In||0
City of Kenosha|Wards 63|63|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 63|63|State Senator District 22|Write-In||0
City of Kenosha|Wards 63|63|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 63|63|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 63|63|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 63|63|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 63|63|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 63|63|District Attorney|Write-In||0
City of Kenosha|Wards 63|63|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 63|63|County Clerk|Write-In||0
City of Kenosha|Wards 63|63|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 63|63|County Treasurer|Write-In||0
City of Kenosha|Wards 63|63|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 63|63|Register of Deeds|Write-In||0
City of Kenosha|Wards 63|63|State Referendum|Yes||0
City of Kenosha|Wards 63|63|State Referendum|No||0
City of Kenosha|Wards 64|64|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 64|64|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 64|64|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 64|64|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 64|64|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 64|64|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 64|64|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 64|64|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 64|64|President / Vice President|Write-In||0
City of Kenosha|Wards 64|64|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 64|64|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 64|64|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 64|64|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 64|64|United States Senator|Write-In||0
City of Kenosha|Wards 64|64|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 64|64|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 64|64|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 64|64|Representative in Congress|Write-In||0
City of Kenosha|Wards 64|64|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 64|64|State Senator District 22|Write-In||0
City of Kenosha|Wards 64|64|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 64|64|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 64|64|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 64|64|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 64|64|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 64|64|District Attorney|Write-In||0
City of Kenosha|Wards 64|64|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 64|64|County Clerk|Write-In||0
City of Kenosha|Wards 64|64|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 64|64|County Treasurer|Write-In||0
City of Kenosha|Wards 64|64|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 64|64|Register of Deeds|Write-In||0
City of Kenosha|Wards 64|64|State Referendum|Yes||0
City of Kenosha|Wards 64|64|State Referendum|No||0
City of Kenosha|Wards 65|65|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 65|65|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 65|65|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 65|65|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 65|65|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 65|65|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 65|65|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 65|65|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 65|65|President / Vice President|Write-In||0
City of Kenosha|Wards 65|65|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 65|65|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 65|65|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 65|65|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 65|65|United States Senator|Write-In||0
City of Kenosha|Wards 65|65|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 65|65|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 65|65|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 65|65|Representative in Congress|Write-In||0
City of Kenosha|Wards 65|65|Representative to the Assembly District 32|DEM|Michael Dhindsa|0
City of Kenosha|Wards 65|65|Representative to the Assembly District 32|REP|Amanda Nedweski|0
City of Kenosha|Wards 65|65|Representative to the Assembly District 32|Write-In||0
City of Kenosha|Wards 65|65|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 65|65|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 65|65|District Attorney|Write-In||0
City of Kenosha|Wards 65|65|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 65|65|County Clerk|Write-In||0
City of Kenosha|Wards 65|65|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 65|65|County Treasurer|Write-In||0
City of Kenosha|Wards 65|65|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 65|65|Register of Deeds|Write-In||0
City of Kenosha|Wards 65|65|State Referendum|Yes||0
City of Kenosha|Wards 65|65|State Referendum|No||0
City of Kenosha|Wards 66|66|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 66|66|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 66|66|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 66|66|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 66|66|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 66|66|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 66|66|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 66|66|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 66|66|President / Vice President|Write-In||0
City of Kenosha|Wards 66|66|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 66|66|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 66|66|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 66|66|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 66|66|United States Senator|Write-In||0
City of Kenosha|Wards 66|66|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 66|66|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 66|66|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 66|66|Representative in Congress|Write-In||0
City of Kenosha|Wards 66|66|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 66|66|State Senator District 22|Write-In||0
City of Kenosha|Wards 66|66|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 66|66|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 66|66|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 66|66|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 66|66|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 66|66|District Attorney|Write-In||0
City of Kenosha|Wards 66|66|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 66|66|County Clerk|Write-In||0
City of Kenosha|Wards 66|66|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 66|66|County Treasurer|Write-In||0
City of Kenosha|Wards 66|66|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 66|66|Register of Deeds|Write-In||0
City of Kenosha|Wards 66|66|State Referendum|Yes||0
City of Kenosha|Wards 66|66|State Referendum|No||0
City of Kenosha|Wards 67|67|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 67|67|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 67|67|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 67|67|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 67|67|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 67|67|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 67|67|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 67|67|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 67|67|President / Vice President|Write-In||0
City of Kenosha|Wards 67|67|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 67|67|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 67|67|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 67|67|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 67|67|United States Senator|Write-In||0
City of Kenosha|Wards 67|67|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 67|67|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 67|67|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 67|67|Representative in Congress|Write-In||0
City of Kenosha|Wards 67|67|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 67|67|State Senator District 22|Write-In||0
City of Kenosha|Wards 67|67|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 67|67|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 67|67|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 67|67|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 67|67|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 67|67|District Attorney|Write-In||0
City of Kenosha|Wards 67|67|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 67|67|County Clerk|Write-In||0
City of Kenosha|Wards 67|67|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 67|67|County Treasurer|Write-In||0
City of Kenosha|Wards 67|67|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 67|67|Register of Deeds|Write-In||0
City of Kenosha|Wards 67|67|State Referendum|Yes||0
City of Kenosha|Wards 67|67|State Referendum|No||0
City of Kenosha|Wards 68|68|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 68|68|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 68|68|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 68|68|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 68|68|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 68|68|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 68|68|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 68|68|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 68|68|President / Vice President|Write-In||0
City of Kenosha|Wards 68|68|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 68|68|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 68|68|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 68|68|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 68|68|United States Senator|Write-In||0
City of Kenosha|Wards 68|68|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 68|68|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 68|68|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 68|68|Representative in Congress|Write-In||0
City of Kenosha|Wards 68|68|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 68|68|State Senator District 22|Write-In||0
City of Kenosha|Wards 68|68|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 68|68|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 68|68|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 68|68|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 68|68|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 68|68|District Attorney|Write-In||0
City of Kenosha|Wards 68|68|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 68|68|County Clerk|Write-In||0
City of Kenosha|Wards 68|68|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 68|68|County Treasurer|Write-In||0
City of Kenosha|Wards 68|68|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 68|68|Register of Deeds|Write-In||0
City of Kenosha|Wards 68|68|State Referendum|Yes||0
City of Kenosha|Wards 68|68|State Referendum|No||0
City of Kenosha|Wards 69|69|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 69|69|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 69|69|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 69|69|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 69|69|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 69|69|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 69|69|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 69|69|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 69|69|President / Vice President|Write-In||0
City of Kenosha|Wards 69|69|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 69|69|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 69|69|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 69|69|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 69|69|United States Senator|Write-In||0
City of Kenosha|Wards 69|69|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 69|69|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 69|69|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 69|69|Representative in Congress|Write-In||0
City of Kenosha|Wards 69|69|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 69|69|State Senator District 22|Write-In||0
City of Kenosha|Wards 69|69|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 69|69|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 69|69|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 69|69|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 69|69|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 69|69|District Attorney|Write-In||0
City of Kenosha|Wards 69|69|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 69|69|County Clerk|Write-In||0
City of Kenosha|Wards 69|69|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 69|69|County Treasurer|Write-In||0
City of Kenosha|Wards 69|69|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 69|69|Register of Deeds|Write-In||0
City of Kenosha|Wards 69|69|State Referendum|Yes||0
City of Kenosha|Wards 69|69|State Referendum|No||0
City of Kenosha|Wards 70|70|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 70|70|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 70|70|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 70|70|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 70|70|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 70|70|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 70|70|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 70|70|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 70|70|President / Vice President|Write-In||0
City of Kenosha|Wards 70|70|United States Senator|DEM|Tammy Baldwin|0
